date,store,item,sales,promo_flag,weather,staff_count,notes
2023-01-21,3.0,3.0,88.72,0.0,rainy,5,# *
2023-02-05,3.0,6.0,80.36,,cloudy,11,Check
2023-01-01,,4.0,87.52,,rainy,9,
2023-03-08,3.0,10.0,,,rainy,10,
2023-02-26,2.0,10.0,116.16,,rainy,18,# *
2023-03-26,2.0,4.0,159.1,,cloudy,13,
2023-01-10,1.0,2.0,66.2,1.0,nan,12,
2023-03-21,1.0,4.0,146.64,0.0,cloudy,6,
2023-02-01,5.0,3.0,50.82,0.0,nan,6,
2023-02-08,2.0,8.0,89.86,1.0,# *,13,
2023-01-30,3.0,2.0,62.09,,cloudy,18,Check
2023-01-29,2.0,4.0,112.38,,nan,11,
2023-01-31,5.0,3.0,46.87,,nan,13,Check
2023-01-24,1.0,3.0,105.86,1.0,cloudy,17,Check
2023-03-19,5.0,10.0,116.05,,sunny,10,# *
2023-03-27,3.0,2.0,77.84,0.0,# *,15,Check
2023-03-31,3.0,1.0,95.8,,sunny,11,Check
2023-03-13,5.0,5.0,118.42,1.0,sunny,17,
2023-02-05,1.0,9.0,115.71,,nan,14,# *
2023-02-19,3.0,9.0,66.05,0.0,sunny,16,
2023-01-02,5.0,3.0,36.06,0.0,# *,13,Check
2023-01-30,2.0,2.0,64.34,,sunny,5,
2023-03-12,3.0,7.0,72.89,1.0,nan,16,# *
2023-01-18,1.0,7.0,42.06,,nan,15,
2023-01-29,2.0,,79.4,1.0,nan,16,# *
2023-03-31,,2.0,100.17,,rainy,7,
2023-03-31,4.0,1.0,71.75,0.0,cloudy,11,
2023-03-28,1.0,5.0,127.09,1.0,nan,9,# *
2023-01-14,2.0,7.0,68.63,0.0,# *,5,# *
2023-01-04,1.0,10.0,71.39,1.0,cloudy,19,
2023-01-07,3.0,7.0,57.17,0.0,nan,5,
2023-01-17,3.0,5.0,79.74,1.0,# *,6,
2023-01-18,4.0,2.0,71.48,0.0,sunny,14,
2023-02-12,3.0,5.0,108.83,0.0,cloudy,10,
2023-01-25,2.0,4.0,95.33,1.0,nan,11,
2023-03-24,3.0,8.0,94.3,,sunny,17,
2023-03-24,1.0,10.0,140.27,0.0,nan,14,# *
2023-01-22,4.0,3.0,98.22,,cloudy,8,
2023-01-14,2.0,5.0,90.94,0.0,# *,10,# *
2023-02-09,4.0,8.0,53.16,0.0,rainy,13,
2023-03-16,5.0,4.0,87.82,1.0,nan,5,# *
2023-02-05,4.0,3.0,120.87,,rainy,11,Check
2023-02-04,2.0,6.0,68.96,,sunny,19,Check
2023-01-24,5.0,8.0,53.52,,# *,15,
2023-03-04,5.0,5.0,146.06,1.0,cloudy,5,
2023-01-06,3.0,1.0,53.26,0.0,rainy,8,# *
2023-01-13,4.0,8.0,46.19,0.0,rainy,11,# *
2023-01-30,4.0,3.0,89.24,1.0,sunny,13,
2023-03-02,3.0,6.0,73.22,,rainy,19,
2023-01-23,3.0,8.0,64.91,,# *,5,
2023-02-10,4.0,7.0,58.77,,sunny,6,
2023-01-14,2.0,9.0,113.01,0.0,cloudy,12,Check
2023-02-15,5.0,3.0,62.62,1.0,cloudy,5,
2023-01-21,5.0,8.0,55.08,1.0,sunny,18,# *
2023-03-05,4.0,7.0,66.4,1.0,# *,10,# *
2023-01-25,1.0,2.0,82.36,,rainy,5,# *
2023-01-29,1.0,7.0,42.99,1.0,# *,14,# *
2023-01-14,3.0,6.0,70.62,,nan,5,
2023-01-18,1.0,6.0,86.05,,nan,11,
2023-02-16,3.0,7.0,50.91,1.0,cloudy,11,
2023-01-01,2.0,5.0,68.54,0.0,rainy,17,# *
2023-03-06,1.0,8.0,116.13,1.0,cloudy,7,# *
2023-01-12,1.0,4.0,87.74,0.0,nan,16,
2023-01-31,4.0,3.0,95.88,0.0,sunny,15,Check
2023-03-23,3.0,4.0,66.88,1.0,cloudy,15,
2023-03-11,5.0,,136.2,1.0,# *,17,
2023-03-22,5.0,10.0,108.07,,sunny,13,# *
2023-02-17,2.0,7.0,69.48,,sunny,8,
2023-02-12,2.0,,81.75,1.0,nan,14,
2023-01-28,4.0,1.0,48.3,1.0,sunny,11,# *
2023-01-20,1.0,5.0,81.46,0.0,sunny,7,
2023-02-13,3.0,8.0,69.01,,# *,14,
2023-02-25,4.0,10.0,,0.0,# *,13,# *
2023-02-28,1.0,3.0,115.59,,sunny,19,
2023-02-23,5.0,6.0,112.01,0.0,# *,6,Check
2023-03-25,1.0,1.0,143.51,1.0,nan,14,# *
2023-01-10,3.0,4.0,,1.0,cloudy,13,
2023-01-26,1.0,5.0,90.89,1.0,# *,18,
2023-03-08,4.0,6.0,115.87,,cloudy,19,
2023-03-16,2.0,7.0,79.82,,rainy,9,
2023-03-13,2.0,3.0,113.24,0.0,sunny,6,
2023-02-02,5.0,2.0,73.94,1.0,nan,15,# *
2023-02-10,,6.0,,,sunny,14,# *
2023-01-01,1.0,1.0,87.53,,cloudy,15,
2023-01-25,4.0,9.0,97.25,1.0,# *,9,
2023-01-25,4.0,7.0,45.07,1.0,nan,9,
2023-03-26,1.0,7.0,75.49,0.0,# *,5,
2023-03-08,3.0,8.0,76.28,1.0,cloudy,9,# *
2023-02-12,3.0,7.0,62.59,0.0,sunny,8,# *
2023-02-14,3.0,10.0,72.45,1.0,rainy,7,
2023-02-03,5.0,5.0,87.11,0.0,sunny,12,# *
2023-03-13,5.0,4.0,93.99,1.0,sunny,9,Check
2023-03-04,3.0,10.0,98.36,,rainy,5,Check
2023-01-28,2.0,10.0,88.53,1.0,# *,17,Check
2023-02-16,1.0,10.0,112.6,1.0,# *,10,Check
2023-02-05,3.0,5.0,92.37,0.0,# *,10,# *
2023-03-06,2.0,7.0,,,nan,11,
2023-02-07,3.0,6.0,69.74,,nan,15,
2023-03-02,,8.0,92.33,,# *,10,
2023-03-08,3.0,9.0,48.36,0.0,# *,9,# *
2023-03-19,2.0,3.0,145.69,,nan,11,# *
2023-01-14,1.0,4.0,114.09,,cloudy,11,
2023-01-29,2.0,1.0,87.0,0.0,# *,14,# *
2023-03-02,2.0,7.0,73.32,,rainy,18,# *
2023-01-24,2.0,10.0,68.65,0.0,nan,16,Check
2023-01-26,5.0,3.0,48.54,0.0,nan,16,
2023-03-20,2.0,6.0,68.54,0.0,sunny,7,
2023-03-07,,5.0,117.72,1.0,sunny,9,
2023-01-15,2.0,7.0,73.72,,cloudy,12,
2023-03-21,2.0,9.0,132.84,,rainy,16,# *
2023-01-14,2.0,6.0,45.65,0.0,# *,14,
2023-03-25,5.0,7.0,104.12,0.0,sunny,18,
2023-03-24,2.0,4.0,138.1,,rainy,18,# *
2023-03-25,4.0,2.0,121.57,0.0,nan,14,
2023-02-03,3.0,,52.18,,sunny,18,# *
2023-02-22,,1.0,49.03,,cloudy,13,# *
2023-03-21,4.0,5.0,56.41,,cloudy,17,
2023-01-08,4.0,7.0,46.83,0.0,rainy,9,# *
2023-01-22,5.0,,82.44,1.0,# *,16,
2023-03-30,1.0,2.0,112.67,,sunny,11,
2023-01-03,1.0,10.0,69.98,1.0,nan,6,Check
2023-02-06,4.0,6.0,85.91,0.0,sunny,6,
2023-03-12,3.0,2.0,88.05,0.0,cloudy,8,# *
2023-03-25,1.0,7.0,80.05,,cloudy,19,# *
2023-01-09,2.0,9.0,79.61,0.0,sunny,6,
2023-03-19,2.0,,127.78,,nan,6,# *
2023-01-25,1.0,8.0,89.92,1.0,nan,5,# *
2023-01-05,3.0,10.0,46.73,0.0,# *,15,
2023-02-21,5.0,7.0,78.75,0.0,# *,11,# *
2023-03-10,1.0,10.0,122.02,,cloudy,19,
2023-01-13,4.0,6.0,74.19,1.0,sunny,14,
2023-03-03,5.0,10.0,92.2,,cloudy,14,
2023-01-19,1.0,10.0,91.97,0.0,rainy,18,
2023-02-21,5.0,2.0,89.3,,rainy,10,# *
2023-02-25,3.0,2.0,77.49,0.0,nan,19,
2023-02-06,2.0,3.0,90.01,,rainy,17,
2023-01-30,4.0,9.0,85.32,,cloudy,6,
2023-03-07,5.0,7.0,83.58,0.0,cloudy,19,Check
2023-03-07,2.0,2.0,69.83,,cloudy,5,
2023-03-31,3.0,7.0,73.91,,sunny,12,# *
2023-02-15,4.0,6.0,94.99,,nan,7,
2023-03-25,2.0,1.0,115.66,1.0,rainy,6,Check
2023-03-01,2.0,9.0,118.17,0.0,rainy,19,
2023-01-13,3.0,1.0,48.87,1.0,cloudy,14,
2023-01-22,5.0,2.0,72.57,1.0,rainy,12,Check
2023-02-06,2.0,1.0,75.21,0.0,# *,7,
2023-01-02,1.0,9.0,71.47,1.0,# *,17,# *
2023-03-20,2.0,8.0,111.44,0.0,nan,9,# *
2023-02-16,5.0,8.0,57.86,,nan,9,
2023-02-06,3.0,3.0,75.9,0.0,sunny,6,
2023-03-07,3.0,7.0,61.61,0.0,sunny,16,# *
2023-03-03,3.0,5.0,97.04,,nan,9,# *
2023-02-06,1.0,1.0,295.89,0.0,# *,7,Check
2023-03-22,1.0,6.0,127.25,0.0,rainy,8,
2023-02-09,2.0,9.0,104.02,1.0,rainy,6,
2023-02-28,1.0,6.0,102.81,0.0,sunny,5,
2023-01-14,2.0,2.0,64.68,,cloudy,5,
2023-02-03,3.0,6.0,70.84,1.0,rainy,8,# *
2023-02-03,4.0,10.0,86.21,,rainy,14,
2023-01-06,5.0,10.0,192.05,1.0,nan,7,Check
2023-03-21,3.0,9.0,59.38,,nan,16,# *
2023-01-22,,3.0,84.82,0.0,# *,10,# *
2023-03-28,1.0,7.0,53.82,0.0,sunny,12,# *
2023-02-01,3.0,2.0,48.62,,nan,6,Check
2023-02-21,3.0,7.0,49.37,,# *,13,Check
2023-03-11,3.0,3.0,117.57,1.0,sunny,5,Check
2023-01-29,2.0,9.0,110.67,0.0,nan,19,# *
2023-02-18,3.0,4.0,57.79,0.0,nan,11,
2023-01-22,1.0,10.0,113.28,,nan,11,# *
2023-02-06,1.0,5.0,92.19,,nan,11,
2023-01-26,5.0,6.0,89.05,,cloudy,8,
2023-01-11,5.0,1.0,60.0,,cloudy,12,Check
2023-02-10,1.0,7.0,48.83,1.0,# *,16,Check
2023-01-02,3.0,3.0,60.46,0.0,# *,12,# *
2023-03-15,3.0,7.0,63.0,1.0,cloudy,19,
2023-02-28,2.0,7.0,74.96,,# *,11,
2023-01-04,4.0,8.0,39.78,0.0,sunny,18,
2023-02-06,1.0,4.0,,0.0,rainy,15,# *
2023-01-03,3.0,8.0,57.19,0.0,nan,17,
2023-01-01,4.0,8.0,51.92,,# *,8,
2023-03-07,1.0,6.0,105.66,1.0,nan,19,Check
2023-02-13,2.0,8.0,87.39,,rainy,18,# *
2023-02-27,2.0,4.0,112.01,,sunny,13,# *
2023-03-14,4.0,10.0,109.27,0.0,# *,9,
2023-01-14,3.0,8.0,70.54,,cloudy,12,
2023-03-20,5.0,6.0,141.98,1.0,rainy,17,
2023-02-14,2.0,9.0,111.21,,# *,5,# *
2023-02-15,3.0,9.0,39.12,0.0,nan,5,
2023-01-05,4.0,3.0,78.03,1.0,cloudy,17,Check
2023-01-23,4.0,5.0,31.03,,# *,12,
2023-02-01,4.0,9.0,101.35,1.0,sunny,15,
2023-02-03,4.0,2.0,79.82,1.0,rainy,15,Check
2023-03-11,2.0,8.0,119.84,,rainy,19,
2023-02-19,2.0,2.0,,0.0,nan,19,
2023-03-15,5.0,9.0,92.7,,nan,16,# *
2023-03-12,4.0,1.0,79.33,,# *,9,
2023-02-18,2.0,2.0,301.61,,sunny,16,Check
2023-03-20,2.0,,,1.0,sunny,14,Check
2023-02-15,3.0,1.0,71.82,0.0,sunny,14,
2023-03-09,3.0,10.0,74.81,0.0,rainy,14,Check
2023-02-25,4.0,3.0,128.86,0.0,nan,14,
2023-01-11,1.0,8.0,79.69,,sunny,15,
2023-02-22,1.0,9.0,93.38,1.0,# *,9,# *
2023-02-14,4.0,5.0,33.62,,sunny,14,
2023-03-14,4.0,2.0,107.77,0.0,sunny,12,Check
2023-03-05,,8.0,80.03,,sunny,8,
2023-01-07,4.0,10.0,72.02,,# *,12,Check
2023-02-16,4.0,6.0,88.9,,cloudy,12,
2023-03-30,4.0,,79.97,1.0,rainy,16,
2023-02-11,3.0,4.0,66.31,1.0,# *,12,
2023-01-07,1.0,10.0,93.26,,# *,18,Check
2023-03-07,2.0,7.0,85.58,,sunny,8,Check
2023-01-18,3.0,4.0,49.71,0.0,sunny,6,
2023-01-09,1.0,8.0,78.31,1.0,rainy,5,# *
2023-02-03,4.0,1.0,44.72,1.0,sunny,6,Check
2023-01-20,1.0,6.0,86.68,0.0,sunny,14,# *
2023-03-03,5.0,6.0,130.01,0.0,# *,16,# *
2023-01-20,3.0,3.0,73.15,0.0,cloudy,18,Check
2023-03-02,1.0,9.0,107.32,0.0,cloudy,19,
2023-03-28,3.0,10.0,85.06,0.0,sunny,9,Check
2023-02-26,5.0,1.0,89.98,,cloudy,19,
2023-01-23,1.0,10.0,89.58,0.0,rainy,13,
2023-02-12,5.0,8.0,58.73,0.0,sunny,9,
2023-01-16,2.0,3.0,78.52,1.0,nan,7,Check
2023-02-12,4.0,6.0,107.18,0.0,nan,7,
2023-03-07,4.0,10.0,103.65,,# *,7,
2023-01-17,3.0,7.0,36.16,0.0,nan,18,# *
2023-01-18,4.0,10.0,59.5,,sunny,9,
2023-02-24,1.0,7.0,56.9,,nan,18,Check
2023-02-18,5.0,2.0,101.09,0.0,cloudy,11,# *
2023-02-07,3.0,,55.0,,nan,10,
2023-03-04,2.0,,145.5,1.0,cloudy,7,# *
2023-02-12,3.0,4.0,51.07,1.0,nan,17,
2023-03-13,3.0,7.0,70.11,0.0,# *,17,
2023-02-01,2.0,4.0,97.09,1.0,rainy,10,Check
2023-03-30,2.0,10.0,116.19,,# *,18,
2023-01-10,,9.0,83.15,0.0,# *,10,Check
2023-01-11,4.0,6.0,79.9,,# *,15,Check
2023-03-23,5.0,9.0,107.46,1.0,cloudy,13,# *
2023-03-19,4.0,3.0,159.07,1.0,nan,17,Check
2023-01-31,2.0,4.0,98.17,,rainy,15,
2023-02-08,2.0,3.0,98.82,,# *,10,
2023-02-07,,7.0,76.29,1.0,sunny,19,# *
2023-03-12,1.0,6.0,128.83,1.0,sunny,9,# *
2023-01-11,2.0,10.0,69.74,1.0,# *,17,
2023-03-07,5.0,3.0,69.33,0.0,# *,6,
2023-02-27,2.0,1.0,78.26,,rainy,13,
2023-01-27,4.0,3.0,85.59,,nan,9,# *
2023-02-05,5.0,5.0,104.4,,cloudy,14,
2023-03-09,1.0,1.0,111.78,1.0,rainy,7,
2023-03-02,1.0,1.0,112.9,1.0,# *,18,# *
2023-03-16,3.0,10.0,86.54,1.0,cloudy,8,# *
2023-02-22,1.0,,87.93,1.0,rainy,8,# *
2023-01-29,4.0,8.0,57.91,1.0,# *,5,Check
2023-01-03,,1.0,71.71,,rainy,16,
2023-03-24,4.0,3.0,130.24,0.0,sunny,19,
2023-03-29,4.0,1.0,73.48,0.0,nan,16,Check
2023-02-28,,6.0,100.51,0.0,rainy,7,
2023-02-03,2.0,6.0,47.21,0.0,cloudy,15,
2023-01-16,,4.0,62.0,1.0,nan,6,
2023-02-26,2.0,6.0,69.69,1.0,rainy,14,# *
2023-02-25,2.0,10.0,115.91,1.0,nan,18,
2023-02-27,3.0,5.0,93.16,,cloudy,10,# *
2023-03-27,3.0,9.0,60.18,1.0,sunny,15,
2023-01-15,4.0,7.0,57.34,,sunny,18,Check
2023-02-05,5.0,9.0,89.08,0.0,rainy,11,# *
2023-01-02,4.0,1.0,34.39,1.0,rainy,10,# *
2023-02-24,5.0,5.0,117.45,,# *,19,
2023-01-22,3.0,3.0,83.06,0.0,sunny,14,
2023-02-27,5.0,3.0,70.17,,rainy,15,
2023-02-07,1.0,5.0,98.57,1.0,sunny,7,Check
2023-01-01,2.0,2.0,50.72,,nan,7,
2023-02-04,3.0,6.0,88.11,,sunny,18,
2023-03-22,2.0,10.0,101.62,0.0,rainy,16,
2023-03-06,2.0,,101.04,1.0,nan,17,
2023-03-10,3.0,3.0,95.03,0.0,rainy,18,
2023-03-08,2.0,5.0,104.68,0.0,nan,6,Check
2023-01-17,1.0,3.0,92.98,1.0,cloudy,10,# *
2023-03-21,3.0,10.0,80.69,1.0,# *,19,
2023-01-24,3.0,3.0,67.12,1.0,# *,18,
2023-01-12,3.0,1.0,62.57,,sunny,7,# *
2023-02-09,5.0,4.0,78.63,,sunny,13,Check
2023-03-05,5.0,7.0,83.31,1.0,# *,6,
2023-02-08,3.0,3.0,80.42,,# *,6,Check
2023-01-07,5.0,3.0,46.93,1.0,sunny,5,
2023-02-22,5.0,3.0,66.77,1.0,nan,17,
2023-01-23,5.0,10.0,77.05,0.0,sunny,10,Check
2023-01-30,2.0,3.0,77.97,0.0,# *,12,Check
2023-03-02,5.0,6.0,126.66,,# *,17,
2023-01-06,5.0,1.0,42.44,0.0,sunny,7,# *
2023-02-06,,10.0,108.01,,rainy,18,
2023-01-28,2.0,2.0,79.36,0.0,cloudy,10,# *
2023-01-06,5.0,6.0,73.82,1.0,# *,15,Check
2023-01-17,1.0,4.0,92.35,1.0,rainy,9,
2023-03-27,5.0,8.0,73.11,0.0,# *,12,# *
2023-02-08,,4.0,,1.0,nan,5,Check
2023-02-20,4.0,1.0,,0.0,cloudy,14,
2023-01-09,4.0,8.0,49.75,1.0,cloudy,17,
2023-03-12,4.0,3.0,145.37,,rainy,15,# *
2023-01-29,4.0,3.0,111.07,0.0,sunny,9,Check
2023-02-26,2.0,5.0,122.14,1.0,cloudy,16,# *
2023-01-30,3.0,7.0,45.36,0.0,# *,14,# *
2023-02-04,1.0,10.0,120.29,1.0,# *,12,Check
2023-03-23,4.0,4.0,92.82,1.0,nan,11,# *
2023-02-27,4.0,8.0,76.75,,# *,13,
2023-03-31,4.0,5.0,56.13,0.0,cloudy,9,Check
2023-03-29,3.0,9.0,59.87,,cloudy,14,Check
2023-01-09,2.0,1.0,54.62,0.0,# *,14,# *
2023-02-05,3.0,10.0,73.31,,# *,13,
2023-02-17,4.0,7.0,61.5,0.0,# *,14,
2023-01-21,5.0,4.0,77.92,1.0,nan,11,Check
2023-03-24,5.0,9.0,100.93,,# *,9,
2023-02-10,4.0,2.0,85.16,0.0,nan,11,
2023-01-30,2.0,9.0,93.94,,# *,7,Check
2023-02-19,2.0,4.0,126.69,0.0,nan,8,Check
2023-03-15,5.0,8.0,60.95,1.0,# *,17,Check
2023-02-16,1.0,1.0,,0.0,# *,12,
2023-02-12,4.0,10.0,94.05,1.0,nan,5,
2023-01-07,4.0,6.0,85.58,,rainy,11,# *
2023-01-03,5.0,10.0,53.95,0.0,# *,5,Check
2023-01-26,3.0,1.0,58.86,,rainy,15,# *
2023-02-09,3.0,5.0,85.27,,cloudy,14,
2023-01-15,3.0,8.0,72.75,1.0,# *,15,
2023-02-20,1.0,4.0,118.24,1.0,nan,12,# *
2023-02-23,5.0,4.0,86.89,0.0,rainy,15,Check
2023-02-18,5.0,7.0,81.82,,# *,17,
2023-01-20,1.0,8.0,83.64,1.0,cloudy,16,
2023-01-26,2.0,10.0,65.31,0.0,sunny,10,
2023-01-08,4.0,3.0,98.56,0.0,sunny,10,# *
2023-03-24,3.0,10.0,91.82,,cloudy,12,Check
2023-01-04,1.0,6.0,,,nan,11,
2023-02-13,5.0,10.0,74.76,0.0,sunny,17,Check
2023-03-21,,2.0,89.03,,# *,6,Check
2023-01-18,1.0,2.0,67.69,,sunny,18,
2023-02-20,2.0,4.0,,0.0,rainy,19,Check
2023-03-11,4.0,9.0,148.82,0.0,cloudy,6,
2023-03-25,3.0,3.0,131.52,0.0,cloudy,6,
2023-02-25,1.0,4.0,141.01,0.0,nan,6,
2023-03-11,4.0,1.0,66.54,0.0,nan,19,Check
2023-02-06,5.0,10.0,84.02,1.0,sunny,16,
2023-02-15,1.0,2.0,,1.0,rainy,11,# *
2023-02-08,2.0,5.0,91.15,0.0,sunny,13,
2023-01-01,3.0,1.0,66.69,0.0,sunny,18,# *
2023-01-28,,1.0,111.6,0.0,rainy,18,# *
2023-03-13,1.0,5.0,127.77,1.0,sunny,14,
2023-03-13,5.0,3.0,61.59,,rainy,16,# *
2023-02-17,3.0,3.0,92.62,1.0,cloudy,16,# *
2023-03-26,5.0,10.0,117.86,0.0,rainy,16,
2023-01-30,3.0,5.0,85.0,1.0,rainy,16,Check
2023-01-22,2.0,1.0,68.06,,# *,12,# *
2023-02-02,5.0,6.0,95.14,1.0,cloudy,19,# *
2023-01-09,4.0,6.0,63.06,1.0,cloudy,16,# *
2023-02-17,1.0,8.0,94.7,1.0,cloudy,14,# *
2023-02-10,1.0,2.0,90.83,1.0,nan,13,
2023-03-20,1.0,9.0,119.99,1.0,nan,9,# *
2023-03-15,4.0,10.0,99.0,1.0,rainy,13,# *
2023-01-24,4.0,5.0,33.28,0.0,nan,9,Check
2023-01-10,3.0,10.0,59.02,0.0,nan,8,Check
2023-01-17,3.0,2.0,42.89,,cloudy,7,
2023-02-03,5.0,1.0,60.18,,rainy,17,Check
2023-02-17,4.0,10.0,80.37,0.0,# *,13,
2023-01-21,1.0,10.0,105.85,1.0,# *,9,Check
2023-02-12,2.0,8.0,111.98,0.0,# *,10,Check
2023-03-13,5.0,7.0,72.82,,sunny,7,Check
2023-03-04,5.0,8.0,72.89,0.0,cloudy,16,
2023-03-29,2.0,2.0,91.55,1.0,nan,8,# *
2023-01-26,2.0,5.0,85.85,,sunny,12,# *
2023-01-31,2.0,2.0,65.43,,nan,9,
2023-02-27,2.0,3.0,95.58,0.0,cloudy,12,Check
2023-02-14,2.0,3.0,84.04,0.0,# *,13,# *
2023-01-25,1.0,5.0,86.34,,rainy,8,Check
2023-01-20,2.0,10.0,62.24,0.0,# *,9,
2023-02-15,2.0,7.0,,0.0,nan,7,
2023-01-02,2.0,4.0,65.9,1.0,# *,19,# *
2023-01-25,5.0,9.0,81.47,,sunny,12,
2023-03-22,1.0,8.0,118.75,0.0,nan,11,
2023-02-27,4.0,1.0,61.8,0.0,# *,12,# *
2023-03-03,4.0,3.0,113.35,,nan,9,
2023-01-12,2.0,10.0,58.17,0.0,cloudy,11,# *
2023-02-22,1.0,10.0,109.97,1.0,cloudy,13,# *
2023-01-20,5.0,7.0,45.25,,sunny,18,
2023-01-07,5.0,8.0,51.41,,cloudy,16,Check
2023-03-05,1.0,8.0,131.91,,rainy,12,
2023-02-22,2.0,6.0,58.18,0.0,# *,10,
2023-01-26,3.0,2.0,52.62,,rainy,11,
2023-02-15,2.0,10.0,84.94,,sunny,13,
2023-03-05,2.0,10.0,110.58,1.0,cloudy,17,Check
2023-03-30,3.0,6.0,103.73,0.0,nan,14,
2023-03-11,3.0,10.0,89.82,,cloudy,18,Check
2023-01-22,1.0,7.0,54.56,1.0,cloudy,15,# *
2023-03-30,5.0,4.0,91.88,0.0,nan,5,Check
2023-03-24,3.0,6.0,99.85,,sunny,6,
2023-02-19,3.0,8.0,83.6,0.0,cloudy,7,Check
2023-01-29,3.0,,65.67,1.0,cloudy,17,
2023-03-30,4.0,3.0,132.88,0.0,nan,5,# *
2023-01-16,2.0,5.0,63.98,1.0,nan,14,# *
2023-03-10,3.0,8.0,78.2,,# *,18,Check
2023-01-31,4.0,8.0,,0.0,cloudy,9,
2023-02-18,3.0,5.0,109.96,1.0,sunny,13,
2023-03-09,2.0,8.0,111.39,0.0,rainy,6,
2023-03-22,4.0,1.0,69.72,1.0,# *,6,
2023-02-19,5.0,8.0,60.76,,# *,13,
2023-01-15,4.0,3.0,101.83,,nan,6,# *
2023-03-20,4.0,3.0,137.61,0.0,sunny,8,
2023-03-19,5.0,5.0,149.53,,cloudy,15,# *
2023-03-27,1.0,8.0,120.22,1.0,rainy,13,Check
2023-01-15,4.0,10.0,,0.0,rainy,16,# *
2023-01-27,4.0,7.0,,,nan,11,
2023-02-11,2.0,10.0,102.82,1.0,sunny,5,
2023-02-10,5.0,3.0,54.88,0.0,sunny,9,# *
2023-02-18,4.0,2.0,95.2,1.0,nan,6,Check
2023-01-19,5.0,8.0,44.25,1.0,cloudy,8,# *
2023-03-29,2.0,3.0,126.28,,nan,5,
2023-02-06,5.0,6.0,94.72,,cloudy,10,# *
2023-01-15,1.0,6.0,97.24,1.0,cloudy,16,
2023-03-26,3.0,8.0,363.9,,sunny,8,Check
2023-01-17,2.0,8.0,72.96,0.0,rainy,11,# *
2023-02-25,5.0,5.0,124.81,,nan,10,Check
2023-03-18,5.0,5.0,146.58,0.0,# *,9,Check
2023-03-24,1.0,3.0,145.22,0.0,cloudy,5,# *
2023-02-18,4.0,,84.69,1.0,sunny,18,# *
2023-03-19,5.0,4.0,121.02,1.0,rainy,16,
2023-01-12,4.0,9.0,76.57,0.0,# *,14,# *
2023-03-17,1.0,5.0,134.66,1.0,sunny,7,Check
2023-02-11,2.0,5.0,114.81,1.0,# *,17,
2023-02-25,5.0,9.0,103.79,,rainy,14,
2023-02-21,4.0,9.0,116.55,1.0,# *,17,Check
2023-03-28,2.0,3.0,114.84,1.0,sunny,10,
2023-01-06,3.0,4.0,46.75,0.0,cloudy,9,
2023-02-22,4.0,7.0,61.3,1.0,sunny,9,Check
2023-03-11,2.0,2.0,104.32,,rainy,19,
2023-01-24,5.0,9.0,62.24,1.0,cloudy,11,Check
2023-01-02,1.0,1.0,65.35,1.0,rainy,16,
2023-01-13,5.0,9.0,63.47,,sunny,9,
2023-01-11,3.0,8.0,62.72,0.0,cloudy,14,# *
2023-01-29,1.0,8.0,108.18,,cloudy,5,Check
2023-03-22,4.0,4.0,76.62,,# *,10,
2023-02-25,4.0,6.0,,,nan,15,# *
2023-03-31,1.0,3.0,145.61,,# *,12,Check
2023-03-24,2.0,8.0,121.92,1.0,nan,14,
2023-03-28,5.0,2.0,102.44,,# *,16,
2023-02-20,4.0,5.0,53.18,0.0,sunny,7,
2023-02-16,1.0,3.0,124.4,0.0,# *,17,
2023-02-14,2.0,7.0,65.35,0.0,# *,11,Check
2023-02-02,3.0,10.0,56.4,1.0,cloudy,11,# *
2023-01-28,3.0,1.0,83.41,1.0,sunny,15,# *
2023-03-19,4.0,4.0,100.38,,sunny,13,
2023-01-27,1.0,10.0,106.85,0.0,# *,5,Check
2023-03-14,4.0,3.0,133.52,,nan,19,
2023-03-01,5.0,10.0,94.05,1.0,nan,16,
2023-02-17,2.0,2.0,77.99,0.0,cloudy,7,
2023-01-15,5.0,8.0,52.74,1.0,rainy,13,
2023-02-26,2.0,9.0,152.86,1.0,sunny,16,# *
2023-03-29,4.0,2.0,112.62,0.0,# *,17,
2023-02-02,1.0,2.0,75.09,,sunny,6,Check
2023-02-09,5.0,10.0,72.49,0.0,sunny,13,# *
2023-01-19,2.0,8.0,63.61,0.0,cloudy,18,
2023-01-07,4.0,7.0,41.51,0.0,nan,8,
2023-03-13,2.0,9.0,139.74,1.0,sunny,16,# *
2023-03-02,1.0,5.0,122.5,1.0,nan,14,Check
2023-02-16,2.0,7.0,74.06,1.0,rainy,14,
2023-03-18,1.0,9.0,133.25,1.0,nan,13,
2023-02-14,1.0,8.0,96.77,,# *,12,Check
2023-02-03,5.0,2.0,72.48,,nan,16,Check
2023-02-01,3.0,4.0,54.08,1.0,nan,16,Check
2023-02-08,5.0,8.0,55.61,0.0,cloudy,18,# *
2023-03-01,4.0,1.0,50.03,,cloudy,13,
2023-01-27,1.0,6.0,81.7,0.0,rainy,19,Check
2023-02-01,1.0,3.0,101.31,0.0,rainy,7,# *
2023-02-03,,4.0,67.3,1.0,sunny,6,
2023-02-12,1.0,9.0,117.7,0.0,sunny,14,Check
2023-01-06,5.0,3.0,44.9,1.0,sunny,19,# *
2023-03-03,5.0,9.0,96.35,,sunny,12,
2023-03-13,2.0,10.0,,,sunny,14,
2023-02-05,2.0,2.0,77.79,0.0,# *,17,
